ORDERNUMBER,ORDERLINENUMBER,DATE_ID,PRODUCT_ID,CUSTOMER_ID,QUANTITYORDERED,PRICEEACH,SALES,STATUS,DEALSIZE
10391,6,52,35,43,32,45.25,1448.0,Shipped,Small
10423,1,178,35,57,10,88.14,881.4,In Process,Small
10103,14,27,36,18,35,57.46,2011.1,Shipped,Small
10111,2,166,36,9,28,64.33,1801.24,Shipped,Small
10126,14,29,36,26,46,73.7,3390.2,Shipped,Medium
10139,3,168,36,21,20,71.2,1424.0,Shipped,Small
10150,11,31,36,27,30,49.97,1499.1,Shipped,Small
10163,4,32,36,28,48,69.96,3358.08,Shipped,Medium
10173,2,156,36,87,28,53.72,1504.16,Shipped,Small
10183,11,34,36,30,39,68.08,2655.12,Shipped,Small
10193,3,171,36,88,24,51.84,1244.16,Shipped,Small
10206,9,36,36,32,28,67.46,1888.88,Shipped,Small
10215,6,37,36,33,31,58.71,1820.01,Shipped,Small
10228,5,38,36,34,45,63.71,2866.95,Shipped,Small
10244,3,174,36,24,24,58.09,1394.16,Shipped,Small
10257,3,216,36,62,49,53.72,2632.28,Shipped,Small
10269,1,217,36,20,32,63.08,2018.56,Shipped,Small
10280,5,42,36,37,43,68.71,2954.53,Shipped,Small
10291,14,43,36,38,37,50.59,1871.83,Shipped,Small
10304,9,44,36,39,24,64.96,1559.04,Shipped,Small
10312,6,45,36,40,35,53.72,1880.2,Shipped,Small
10322,13,46,36,41,41,29.87,1224.67,Shipped,Small
10332,17,160,36,78,26,100.0,2979.08,Shipped,Small
10347,10,48,36,11,34,64.96,2208.64,Shipped,Small
10357,5,49,36,40,49,70.58,3458.42,Shipped,Medium
10369,6,50,36,42,28,44.21,1237.88,Shipped,Small
10381,4,51,36,5,40,68.08,2723.2,Shipped,Small
10392,3,218,36,64,37,59.96,2218.52,Shipped,Small
10423,3,178,36,57,31,53.72,1665.32,In Process,Small
10106,18,187,37,87,41,83.44,3421.04,Shipped,Medium
10119,9,64,37,20,21,89.46,1878.66,Shipped,Small
10130,2,188,37,92,40,96.34,3853.6,Shipped,Medium
10143,13,66,37,51,46,74.84,3442.64,Shipped,Medium
10155,11,67,37,17,44,79.14,3482.16,Shipped,Medium
10167,7,68,37,38,46,73.12,3363.52,Cancelled,Medium
10178,10,69,37,52,41,81.72,3350.52,Shipped,Medium
10186,7,70,37,53,32,89.46,2862.72,Shipped,Small
10197,4,71,37,54,46,87.74,4036.04,Shipped,Medium
10209,6,72,37,55,28,100.0,2817.92,Shipped,Small
10222,10,73,37,56,49,94.62,4636.38,Shipped,Medium
10248,1,74,37,1,21,73.98,1553.58,Cancelled,Small
10262,15,191,37,24,32,84.3,2697.6,Cancelled,Small
10273,2,76,37,57,34,98.06,3334.04,Shipped,Medium
10283,4,77,37,58,21,98.06,2059.26,Shipped,Small
10296,13,193,37,90,21,96.34,2023.14,Shipped,Small
10307,7,79,37,30,31,83.44,2586.64,Shipped,Small
10316,15,80,37,60,21,94.62,1987.02,Shipped,Small
10327,5,194,37,49,25,45.86,1146.5,Resolved,Small
10338,3,195,37,91,28,82.58,2312.24,Shipped,Small
10350,6,83,37,24,43,64.97,2793.71,Shipped,Small
10373,5,85,37,61,22,86.74,1908.28,Shipped,Small
10386,5,197,37,24,37,93.01,3441.37,Resolved,Medium
10398,18,198,37,2,28,72.26,2023.28,Shipped,Small
10400,7,88,37,62,30,74.84,2245.2,Shipped,Small
10414,1,89,37,59,44,73.98,3255.12,On Hold,Medium
10103,13,27,38,18,25,100.0,2539.5,Shipped,Small
10111,1,166,38,9,43,100.0,4818.15,Shipped,Medium
10126,13,29,38,26,30,97.39,2921.7,Shipped,Small
10139,2,168,38,21,20,90.06,1801.2,Shipped,Small
10150,10,31,38,27,26,100.0,2804.36,Shipped,Small
10163,3,32,38,28,40,100.0,4900.8,Shipped,Medium
10173,1,156,38,87,31,89.01,2759.31,Shipped,Small
10183,10,34,38,30,22,100.0,2488.2,Shipped,Small
10193,2,171,38,88,23,100.0,2769.89,Shipped,Small
10206,8,36,38,32,30,100.0,3581.4,Shipped,Medium
10215,5,37,38,33,49,100.0,5285.14,Shipped,Medium
10228,4,38,38,34,31,100.0,3181.53,Shipped,Medium
10244,2,174,38,24,29,100.0,3340.51,Shipped,Medium
10257,2,216,38,62,37,84.82,3138.34,Shipped,Medium
10270,11,41,38,21,38,100.0,4775.08,Shipped,Medium
10280,4,42,38,37,29,100.0,3006.43,Shipped,Medium
10291,13,43,38,38,23,100.0,2866.26,Shipped,Small
10304,8,44,38,39,26,85.87,2232.62,Shipped,Small
10312,5,45,38,40,38,100.0,4457.02,Shipped,Medium
10322,7,46,38,41,48,47.04,2257.92,Shipped,Small
10332,18,160,38,78,40,39.8,1592.0,Shipped,Small
10347,11,48,38,11,45,100.0,4948.2,Shipped,Medium
10357,4,49,38,40,44,100.0,5160.76,Shipped,Medium
10369,5,50,38,42,21,94.22,1978.62,Shipped,Small
10381,5,51,38,5,35,100.0,4288.2,Shipped,Medium
10392,2,218,38,64,29,86.92,2520.68,Shipped,Small
10423,2,178,38,57,21,84.82,1781.22,In Process,Small
10105,11,63,39,49,22,100.0,3065.04,Shipped,Medium
10117,5,118,39,27,26,100.0,3551.34,Shipped,Medium
10128,2,219,39,24,41,100.0,5544.02,Shipped,Medium
10142,8,120,39,40,47,100.0,6034.33,Shipped,Medium
10153,7,121,39,24,31,100.0,3641.57,Shipped,Medium
10166,2,91,39,22,43,100.0,6930.74,Shipped,Medium
10177,9,220,39,77,23,100.0,3675.63,Shipped,Medium
10185,9,70,39,51,28,100.0,3442.04,Shipped,Medium
10196,1,71,39,35,49,100.0,6893.81,Shipped,Medium
10208,9,123,39,31,24,100.0,2622.48,Shipped,Small
10221,3,221,39,57,33,100.0,4417.38,Shipped,Medium
10232,6,222,39,60,22,100.0,3606.02,Shipped,Medium
10248,12,74,39,1,32,100.0,3802.56,Cancelled,Medium
10273,13,76,39,57,40,100.0,5026.4,Shipped,Medium
10282,1,77,39,40,43,100.0,6695.53,Shipped,Medium
10293,4,128,39,37,24,100.0,2819.28,Shipped,Small
10306,9,79,39,78,32,100.0,3759.04,Shipped,Medium
10314,1,97,39,79,20,100.0,2731.8,Shipped,Small
10325,9,81,39,18,24,69.12,1658.88,Shipped,Small
10336,12,129,39,63,48,100.0,5778.24,Shipped,Medium
10350,1,83,39,24,44,100.0,5191.12,Shipped,Medium
10372,3,137,39,36,28,100.0,3862.88,Shipped,Medium
10383,9,206,39,24,24,61.52,1476.48,Shipped,Small
10396,2,142,39,40,33,100.0,5273.73,Shipped,Medium
10414,12,89,39,59,41,100.0,4872.03,On Hold,Medium
10104,13,135,40,24,23,100.0,4556.99,Shipped,Medium
10109,5,152,40,46,46,100.0,8257.0,Shipped,Large
10114,4,90,40,63,48,100.0,8209.44,Shipped,Large
10122,3,100,40,68,25,100.0,3598.5,Shipped,Medium
10127,15,119,40,75,22,100.0,3837.24,Shipped,Medium
10136,3,153,40,52,41,100.0,8331.61,Shipped,Large
10141,9,145,40,74,34,100.0,4836.5,Shipped,Medium
10148,14,154,40,43,32,100.0,5418.88,Shipped,Medium
10151,7,146,40,61,21,100.0,3734.01,Shipped,Medium
10160,1,138,40,55,20,100.0,3996.4,Shipped,Medium
10165,16,122,40,27,47,100.0,8754.69,Shipped,Large
10171,3,156,40,44,39,100.0,5481.45,Shipped,Medium
10175,5,33,40,50,29,100.0,4419.89,Shipped,Medium
10181,7,104,40,8,45,100.0,6324.75,Shipped,Medium
10184,10,70,40,82,28,100.0,4409.72,Shipped,Medium
10192,12,105,40,41,26,100.0,3918.46,Shipped,Medium
10195,10,35,40,48,50,100.0,7620.5,Shipped,Large
10203,1,106,40,24,48,100.0,8291.04,Shipped,Large
10207,11,92,40,65,25,100.0,3937.25,Shipped,Medium
10212,11,139,40,24,40,100.0,5554.4,Shipped,Medium
10225,2,107,40,70,43,100.0,6407.86,Shipped,Medium
10229,5,94,40,40,22,100.0,4172.52,Shipped,Medium
10239,1,149,40,61,47,100.0,7083.37,Shipped,Large
10246,9,126,40,24,36,100.0,7132.68,Shipped,Large
10253,6,109,40,23,40,100.0,6773.6,Cancelled,Medium
10259,8,40,40,66,27,100.0,3657.69,Shipped,Medium
10266,7,110,40,71,29,100.0,4812.55,Shipped,Medium
10271,9,127,40,40,20,100.0,3928.6,Shipped,Medium
10278,7,158,40,85,42,100.0,6401.22,Shipped,Medium
10281,5,95,40,19,25,100.0,4191.25,Shipped,Medium
10287,5,112,40,70,36,100.0,5852.52,Shipped,Medium
10292,12,43,40,1,21,100.0,2844.87,Shipped,Small
10301,9,159,40,86,23,100.0,4011.66,Shipped,Medium
10305,9,96,40,16,37,100.0,7455.87,Shipped,Large
10310,3,114,40,69,48,100.0,8940.96,Shipped,Large
10313,3,97,40,32,25,100.0,4572.25,Shipped,Medium
10321,11,46,40,22,33,100.0,5700.09,Shipped,Medium
10324,12,81,40,12,27,100.0,3155.49,Shipped,Medium
10331,11,160,40,46,27,100.0,4170.69,Shipped,Medium
10334,3,98,40,25,20,100.0,2878.8,On Hold,Small
10342,4,21,40,11,30,100.0,5029.5,Shipped,Medium
10349,6,141,40,75,48,100.0,7396.8,Shipped,Large
10358,12,49,40,24,32,93.49,2991.68,Shipped,Small
10366,1,204,40,91,34,100.0,6275.72,Shipped,Medium
10370,9,50,40,43,27,56.85,1534.95,Shipped,Small
10377,3,143,40,17,39,100.0,7264.53,Shipped,Large
10383,6,206,40,24,47,100.0,6869.05,Shipped,Medium
10394,5,223,40,24,22,100.0,3353.02,Shipped,Medium
10405,1,151,40,84,55,100.0,8289.05,Shipped,Large
10412,9,148,40,24,60,100.0,11887.8,Shipped,Large
10419,6,117,40,20,35,100.0,5926.9,Shipped,Medium
10425,8,54,40,15,28,100.0,3793.16,In Process,Medium
10105,13,63,41,49,38,100.0,4330.1,Shipped,Medium
10117,7,118,41,27,21,95.8,2011.8,Shipped,Small
10128,4,219,41,24,41,100.0,4837.18,Shipped,Medium
10142,10,120,41,40,22,97.81,2151.82,Shipped,Small
10153,9,121,41,24,29,88.74,2573.46,Shipped,Small
10165,1,122,41,27,50,100.0,5344.5,Shipped,Medium
10177,11,220,41,77,29,100.0,3070.52,Shipped,Medium
10185,11,70,41,51,49,80.67,3952.83,Shipped,Medium
10196,3,71,41,35,35,100.0,3564.75,Shipped,Medium
10208,11,123,41,31,48,100.0,5614.56,Shipped,Medium
10221,5,221,41,57,23,80.67,1855.41,Shipped,Small
10232,8,222,41,60,48,95.8,4598.4,Shipped,Medium
10248,14,74,41,1,42,100.0,5082.42,Cancelled,Medium
10273,15,76,41,57,47,100.0,5450.59,Shipped,Medium
10282,3,77,41,40,36,100.0,4174.92,Shipped,Medium
10293,6,128,41,37,22,100.0,2418.24,Shipped,Small
10306,11,79,41,78,40,91.76,3670.4,Shipped,Medium
10314,3,97,41,79,23,100.0,2481.7,Shipped,Small
10326,6,224,41,25,32,100.0,3807.68,Shipped,Medium
10336,7,129,41,63,21,100.0,2230.41,Shipped,Small
10350,2,83,41,24,41,93.04,3814.64,Shipped,Medium
10372,5,137,41,36,25,84.71,2117.75,Shipped,Small
10383,12,206,41,24,26,100.0,3340.48,Shipped,Medium
10396,4,142,41,40,24,89.75,2154.0,Shipped,Small
10414,14,89,41,59,48,100.0,5808.48,On Hold,Medium
10108,9,99,42,67,26,68.35,1777.1,Shipped,Small
10122,13,100,42,68,21,73.17,1536.57,Shipped,Small
10135,10,101,42,40,45,78.0,3510.0,Shipped,Medium
10147,10,102,42,42,36,86.04,3097.44,Shipped,Medium
10159,5,5,42,5,21,81.21,1705.41,Shipped,Small
10169,5,103,42,43,32,70.76,2264.32,Shipped,Small
10181,17,104,42,8,30,82.82,2484.6,Shipped,Small
10191,6,105,42,69,36,94.88,3415.68,Shipped,Medium
10203,11,106,42,24,33,86.04,2839.32,Shipped,Small
10211,5,10,42,10,35,78.0,2730.0,Shipped,Small
10225,12,107,42,70,37,95.69,3540.53,Shipped,Medium
10238,6,108,42,49,41,73.17,2999.97,Shipped,Small
10252,2,225,42,10,20,76.39,1527.8,Shipped,Small
10265,2,226,42,88,45,86.84,3907.8,Shipped,Medium
10276,6,111,42,72,38,69.96,2658.48,Shipped,Small
10287,15,112,42,70,43,70.76,3042.68,Shipped,Medium
10300,8,113,42,73,49,78.8,3861.2,Shipped,Medium
10310,13,114,42,69,27,80.41,2171.07,Shipped,Small
10319,1,115,42,80,46,73.98,3403.08,Shipped,Medium
10329,10,20,42,1,38,59.1,2245.8,Shipped,Small
10342,5,21,42,11,25,66.74,1668.5,Shipped,Small
10363,10,116,42,74,46,60.3,2773.8,Shipped,Small
10378,4,185,42,24,22,100.0,2464.0,Shipped,Small
10390,9,163,42,40,40,100.0,5491.6,Shipped,Medium
10103,16,27,43,18,46,100.0,4791.82,Shipped,Medium
10111,4,166,43,9,39,100.0,4178.85,Shipped,Medium
10126,16,29,43,26,38,82.34,3128.92,Shipped,Medium
10139,5,168,43,21,30,100.0,3095.4,Shipped,Medium
10149,2,169,43,83,42,94.25,3958.5,Shipped,Medium
10163,6,32,43,28,43,100.0,4991.44,Shipped,Medium
10173,4,156,43,87,29,95.24,2761.96,Shipped,Small
10182,1,104,43,40,33,86.31,2848.23,Shipped,Small
10193,5,171,43,88,32,79.37,2539.84,Shipped,Small
10206,11,36,43,32,28,87.3,2444.4,Shipped,Small
10215,8,37,43,33,41,100.0,4555.92,Shipped,Medium
10227,1,173,43,31,33,100.0,3666.96,Shipped,Medium
10244,5,174,43,24,36,84.33,3035.88,Shipped,Medium
10257,5,216,43,62,26,89.29,2321.54,Shipped,Small
10280,7,42,43,37,34,100.0,3474.46,Shipped,Medium
10290,2,227,43,92,26,96.23,2501.98,Shipped,Small
10304,11,44,43,39,38,100.0,3958.46,Shipped,Medium
10312,8,45,43,40,33,100.0,3535.95,Shipped,Medium
10323,2,81,43,73,33,91.27,3011.91,Shipped,Medium
10333,2,47,43,9,46,100.0,11336.7,Shipped,Large
10347,12,48,43,11,26,100.0,2656.94,Shipped,Small
10357,3,49,43,40,25,100.0,2604.25,Shipped,Small
10369,4,50,43,42,45,73.08,3288.6,Shipped,Medium
10382,7,51,43,40,50,100.0,8935.5,Shipped,Large
10392,1,218,43,64,36,100.0,4035.96,Shipped,Medium
10423,5,178,43,57,21,89.29,1875.09,In Process,Small
10108,8,99,44,67,29,100.0,4049.56,Shipped,Medium
10122,12,100,44,68,21,100.0,2469.39,Shipped,Small
10135,9,101,44,40,42,100.0,5432.7,Shipped,Medium
10147,9,102,44,42,37,100.0,4405.22,Shipped,Medium
10159,4,5,44,5,25,100.0,3638.0,Shipped,Medium
10169,4,103,44,43,36,100.0,4444.92,Shipped,Medium
10181,16,104,44,8,22,100.0,3395.48,Shipped,Medium
10191,5,105,44,69,23,100.0,3414.58,Shipped,Medium
10203,10,106,44,24,32,100.0,5127.04,Shipped,Medium
10211,4,10,44,10,28,100.0,3745.28,Shipped,Medium
10225,11,107,44,70,27,100.0,4564.08,Shipped,Medium
10238,5,108,44,49,49,100.0,6554.24,Shipped,Medium
10252,1,225,44,10,41,100.0,6749.83,Shipped,Medium
10265,1,226,44,88,49,100.0,8427.02,Shipped,Large
10276,5,111,44,72,30,100.0,3924.6,Shipped,Medium
10287,14,112,44,70,40,100.0,6761.6,Shipped,Medium
10300,7,113,44,73,23,100.0,3786.49,Shipped,Medium
10310,12,114,44,69,49,100.0,6266.12,Shipped,Medium
10320,5,115,44,25,25,100.0,3491.0,Shipped,Medium
10330,3,228,44,67,37,100.0,4405.22,Shipped,Medium
10342,7,21,44,11,55,100.0,6548.3,Shipped,Medium
10355,7,229,44,24,23,100.0,3177.91,Shipped,Medium
10363,11,116,44,74,24,100.0,4142.64,Shipped,Medium
10378,10,185,44,24,43,96.49,4149.07,Shipped,Medium
10390,1,163,44,40,50,100.0,7397.0,Shipped,Large
10109,2,152,45,46,47,100.0,6241.6,Shipped,Medium
10123,4,180,45,47,34,100.0,5331.88,Shipped,Medium
10137,4,181,45,2,31,100.0,5124.3,Shipped,Medium
10148,11,154,45,43,28,100.0,3639.44,Shipped,Medium
10161,10,155,45,79,36,100.0,5544.0,Shipped,Medium
10172,8,156,45,14,48,100.0,5493.12,Shipped,Medium
10181,4,104,45,8,39,100.0,5785.26,Shipped,Medium
10192,9,105,45,41,45,100.0,5340.6,Shipped,Medium
10204,15,106,45,75,35,100.0,5735.8,Shipped,Medium
10212,8,139,45,24,45,100.0,6357.6,Shipped,Medium
10226,6,182,45,56,46,100.0,7343.9,Shipped,Large
10240,1,157,45,45,37,100.0,5959.22,Shipped,Medium
10253,3,109,45,23,31,100.0,4029.38,Cancelled,Medium
10266,4,110,45,71,33,100.0,5035.14,Shipped,Medium
10278,4,158,45,85,31,100.0,4116.8,Shipped,Medium
10287,2,112,45,70,27,100.0,4310.55,Shipped,Medium
10301,6,159,45,86,39,100.0,6446.7,Shipped,Medium
10311,11,114,45,24,32,100.0,3616.64,Shipped,Medium
10321,8,46,45,22,28,100.0,4232.76,Shipped,Medium
10331,12,160,45,46,26,67.91,1765.66,Shipped,Small
10343,2,21,45,2,44,84.88,3734.72,Shipped,Medium
10367,6,184,45,4,46,100.0,4808.38,Resolved,Medium
10379,4,185,45,24,32,70.83,2266.56,Shipped,Small
10406,1,164,45,49,65,100.0,10468.9,Disputed,Large
10419,3,117,45,20,43,100.0,5589.14,Shipped,Medium
10108,12,99,46,67,43,67.77,2914.11,Shipped,Small
10122,16,100,46,68,35,49.74,1740.9,Shipped,Small
10135,13,101,46,40,45,50.36,2266.2,Shipped,Small
10146,2,230,46,89,47,67.14,3155.58,Shipped,Medium
10159,8,5,46,5,21,64.66,1357.86,Shipped,Small
10169,8,103,46,43,38,68.39,2598.82,Shipped,Small
10180,3,7,46,7,21,50.36,1057.56,Shipped,Small
10191,9,105,46,69,43,72.74,3127.82,Shipped,Medium
10211,8,10,46,10,46,54.09,2488.14,Shipped,Small
10224,1,134,46,7,38,58.44,2220.72,Shipped,Small
10237,1,12,46,12,26,52.22,1357.72,Shipped,Small
10252,5,225,46,10,31,52.84,1638.04,Shipped,Small
10264,3,231,46,59,48,54.71,2626.08,Shipped,Small
10276,9,111,46,72,33,50.36,1661.88,Shipped,Small
10286,1,232,46,63,38,57.2,2173.6,Shipped,Small
10299,3,17,46,17,39,55.95,2182.05,Shipped,Small
10310,16,114,46,69,42,67.14,2819.88,Shipped,Small
10319,4,115,46,80,44,59.06,2598.64,Shipped,Small
10330,2,228,46,67,29,69.63,2019.27,Shipped,Small
10342,8,21,46,11,26,55.95,1454.7,Shipped,Small
10355,1,229,46,24,31,53.47,1657.57,Shipped,Small
10363,12,116,46,74,32,89.12,2851.84,Shipped,Small
10378,9,185,46,24,28,100.0,4609.64,Shipped,Medium
10390,2,163,46,40,36,100.0,5079.96,Shipped,Medium
10403,1,25,46,23,36,52.22,1879.92,Shipped,Small
10106,17,187,47,87,41,100.0,4774.86,Shipped,Medium
10119,8,64,47,20,27,99.52,2687.04,Shipped,Small
10130,1,188,47,92,33,100.0,3423.75,Shipped,Medium
10143,12,66,47,51,34,100.0,3455.76,Shipped,Medium
10155,10,67,47,17,29,100.0,3622.97,Shipped,Medium
10167,6,68,47,38,34,100.0,3599.58,Cancelled,Medium
10178,9,69,47,52,48,100.0,5386.56,Shipped,Medium
10186,6,70,47,53,46,100.0,4918.78,Shipped,Medium
10197,3,71,47,54,22,100.0,2538.8,Shipped,Small
10209,5,72,47,55,20,100.0,2498.6,Shipped,Small
10222,9,73,47,56,45,85.75,3858.75,Shipped,Medium
10249,5,233,47,34,46,100.0,5600.5,Shipped,Medium
10262,14,191,47,24,34,100.0,4103.46,Cancelled,Medium
10273,1,76,47,57,50,85.75,4287.5,Shipped,Medium
10283,3,77,47,58,46,100.0,5795.54,Shipped,Medium
10296,12,193,47,90,22,84.7,1863.4,Shipped,Small
10307,6,79,47,30,48,86.81,4166.88,Shipped,Medium
10316,14,80,47,60,47,86.81,4080.07,Shipped,Medium
10328,6,234,47,87,34,100.0,3815.48,Shipped,Medium
10338,2,195,47,91,45,100.0,5526.45,Shipped,Medium
10351,2,196,47,50,20,100.0,3374.6,Shipped,Medium
10373,6,85,47,61,50,60.49,3024.5,Shipped,Medium
10386,6,197,47,24,22,57.55,1266.1,Resolved,Small
10398,17,198,47,2,45,100.0,4811.85,Shipped,Medium
10400,6,88,47,62,58,100.0,7307.42,Shipped,Large
10415,5,235,47,88,51,100.0,6209.25,Disputed,Medium
10104,3,135,48,24,38,100.0,5348.5,Shipped,Medium
10117,12,118,48,27,22,100.0,2780.58,Shipped,Small
10127,5,119,48,75,25,100.0,3447.0,Shipped,Medium
10142,15,120,48,40,24,100.0,3791.52,Shipped,Medium
10152,1,236,48,29,35,100.0,4524.1,Shipped,Medium
10165,6,122,48,27,28,100.0,3337.6,Shipped,Medium
10176,5,33,48,71,36,100.0,5532.12,Shipped,Medium
10185,16,70,48,51,39,100.0,5096.91,Shipped,Medium
10196,8,71,48,35,27,100.0,4537.08,Shipped,Medium
10207,1,92,48,65,40,100.0,6146.8,Shipped,Medium
10220,5,124,48,76,50,100.0,8258.0,Shipped,Large
10230,3,136,48,73,42,100.0,7238.28,Shipped,Large
10247,5,126,48,74,48,100.0,6756.0,Shipped,Medium
10272,5,127,48,19,25,100.0,3734.0,Shipped,Medium
10282,8,77,48,40,31,100.0,4674.8,Shipped,Medium
10292,2,43,48,1,44,100.0,7140.76,Shipped,Large
10306,16,79,48,78,23,100.0,3600.65,Shipped,Medium
10314,8,97,48,79,29,100.0,4206.74,Shipped,Medium
10324,13,81,48,12,49,100.0,5379.71,Shipped,Medium
10337,3,82,48,28,36,100.0,5679.36,Shipped,Medium
10349,5,141,48,75,34,100.0,4394.84,Shipped,Medium
10358,13,49,48,24,25,100.0,2528.25,Shipped,Small
10372,6,137,48,36,48,100.0,7031.52,Shipped,Large
10383,1,206,48,24,38,100.0,5340.9,Shipped,Medium
10394,1,223,48,24,37,100.0,6376.58,Shipped,Medium
10413,5,131,48,14,49,100.0,6896.75,Shipped,Medium
10100,4,200,49,41,22,86.51,1903.22,Shipped,Small
10110,8,179,49,78,28,89.27,2499.56,Shipped,Small
10124,7,167,49,85,36,85.59,3081.24,Shipped,Medium
10148,1,154,49,43,34,100.0,3598.22,Shipped,Medium
10162,10,170,49,5,39,100.0,3912.09,Shipped,Medium
10173,14,156,49,87,21,75.46,1584.66,Shipped,Small
10182,11,104,49,40,36,100.0,3942.72,Shipped,Medium
10193,15,171,49,88,24,97.55,2341.2,Shipped,Small
10204,5,106,49,75,29,85.59,2482.11,Shipped,Small
10213,1,237,49,53,38,94.79,3602.02,Shipped,Medium
10227,11,173,49,31,34,100.0,3566.94,Shipped,Medium
10241,3,157,49,84,42,90.19,3787.98,Shipped,Medium
10280,17,42,49,37,35,100.0,3704.05,Shipped,Medium
10288,6,183,49,66,35,80.99,2834.65,Shipped,Small
10302,2,67,49,23,38,89.27,3392.26,Shipped,Medium
10311,1,114,49,24,41,81.91,3358.31,Shipped,Medium
10332,2,160,49,78,50,100.0,7310.0,Shipped,Large
10344,4,202,49,68,21,100.0,2203.11,Shipped,Small
10367,8,184,49,4,43,62.72,2696.96,Resolved,Small
10380,1,177,49,24,32,100.0,3376.64,Shipped,Medium
10407,3,186,49,62,6,90.19,541.14,On Hold,Small
10420,6,203,49,21,66,92.95,6134.7,In Process,Medium
10105,10,63,50,49,41,82.5,3382.5,Shipped,Medium
10117,4,118,50,27,23,97.42,2240.66,Shipped,Small
10128,1,219,50,24,43,92.16,3962.88,Shipped,Medium
10142,7,120,50,40,24,70.22,1685.28,Shipped,Small
10153,6,121,50,24,22,83.38,1834.36,Shipped,Small
10166,1,91,50,22,26,73.73,1916.98,Shipped,Small
10177,8,220,50,77,35,74.6,2611.0,Shipped,Small
10185,8,70,50,51,47,77.24,3630.28,Shipped,Medium
10197,14,71,50,54,50,100.0,5090.5,Shipped,Medium
10208,8,123,50,31,45,87.77,3949.65,Shipped,Medium
10221,2,221,50,57,39,89.53,3491.67,Shipped,Medium
10232,5,222,50,60,23,89.53,2059.19,Shipped,Small
10248,11,74,50,1,42,75.48,3170.16,Cancelled,Medium
10261,9,75,50,44,20,89.53,1790.6,Shipped,Small
10273,12,76,50,57,33,71.09,2345.97,Shipped,Small
10283,14,77,50,58,34,100.0,3580.88,Shipped,Medium
10293,3,128,50,37,49,100.0,4946.06,Shipped,Medium
10306,8,79,50,78,39,90.4,3525.6,Shipped,Medium
10315,7,238,50,15,36,100.0,3602.16,Shipped,Medium
10326,5,224,50,25,50,86.01,4300.5,Shipped,Medium
10337,2,82,50,28,29,100.0,4498.19,Shipped,Medium
10350,3,83,50,24,30,100.0,3023.1,Shipped,Medium
10372,7,137,50,36,41,86.89,3562.49,Shipped,Medium
10383,7,206,50,24,28,58.58,1640.24,Shipped,Small
10396,5,142,50,40,45,100.0,4739.4,Shipped,Medium
10414,11,89,50,59,16,75.48,1207.68,On Hold,Small
10103,5,27,51,18,36,100.0,4228.2,Shipped,Medium
10114,9,90,51,63,41,100.0,4815.45,Shipped,Medium
10126,5,29,51,26,50,100.0,7083.0,Shipped,Large
10140,5,30,51,6,40,100.0,4601.2,Shipped,Medium
10150,2,31,51,27,49,100.0,6467.02,Shipped,Medium
10164,3,91,51,64,45,100.0,5012.55,Resolved,Medium
10175,10,33,51,50,47,100.0,5121.59,Shipped,Medium
10183,2,34,51,30,21,100.0,2441.04,Shipped,Small
10194,5,35,51,31,32,100.0,4262.08,Shipped,Medium
10207,16,92,51,65,47,100.0,6658.02,Shipped,Medium
10217,5,93,51,66,38,100.0,4509.08,Shipped,Medium
10229,10,94,51,40,41,100.0,4716.23,Shipped,Medium
10245,3,39,51,35,21,100.0,2390.22,Shipped,Small
10259,13,40,51,66,41,100.0,4666.62,Shipped,Medium
10270,3,41,51,21,38,100.0,5383.08,Shipped,Medium
10281,10,95,51,19,25,99.29,2482.25,Shipped,Small
10291,5,43,51,38,48,100.0,5288.64,Shipped,Medium
10305,14,96,51,16,22,99.29,2184.38,Shipped,Small
10313,8,97,51,32,28,100.0,2881.76,Shipped,Small
10323,1,81,51,73,47,100.0,6203.06,Shipped,Medium
10334,4,98,51,25,49,100.0,6763.47,On Hold,Medium
10347,4,48,51,11,45,100.0,5884.65,Shipped,Medium
10357,2,49,51,40,28,100.0,3559.64,Shipped,Medium
10370,6,50,51,43,29,57.53,1668.37,Shipped,Small
10382,1,51,51,40,39,100.0,4890.6,Shipped,Medium
10411,3,53,51,44,46,100.0,5235.72,Shipped,Medium
10425,13,54,51,15,38,100.0,4325.16,In Process,Medium
10103,9,27,52,18,41,47.29,1938.89,Shipped,Small
10113,3,132,52,40,50,49.81,2490.5,Shipped,Small
10126,9,29,52,26,43,53.83,2314.69,Shipped,Small
10140,9,30,52,6,29,43.27,1254.83,Shipped,Small
10150,6,31,52,27,30,42.76,1282.8,Shipped,Small
10164,7,91,52,64,25,53.83,1345.75,Resolved,Small
10174,2,33,52,29,49,44.78,2194.22,Shipped,Small
10183,6,34,52,30,40,49.3,1972.0,Shipped,Small
10194,9,35,52,31,41,44.78,1835.98,Shipped,Small
10206,4,36,52,32,21,53.33,1119.93,Shipped,Small
10215,1,37,52,33,46,45.28,2082.88,Shipped,Small
10229,14,94,52,40,39,40.25,1569.75,Shipped,Small
10245,7,39,52,35,45,59.87,2694.15,Shipped,Small
10258,4,40,52,36,21,59.87,1257.27,Shipped,Small
10270,7,41,52,21,44,58.36,2567.84,Shipped,Small
10281,14,95,52,19,44,59.87,2634.28,Shipped,Small
10291,9,43,52,38,29,51.82,1502.78,Shipped,Small
10304,4,44,52,39,34,49.3,1676.2,Shipped,Small
10312,1,45,52,40,39,56.85,2217.15,Shipped,Small
